=== 11 修改项恢复核对（29f7033 path blob == aa9da33 path blob）===
分类	path	fix_blob(29f7033)	base_blob(aa9da33)	相等
恢复	README.md	a6ed4c92088b5fcf24f5e1c22949357de04a2b15	a6ed4c92088b5fcf24f5e1c22949357de04a2b15	是
恢复	knowledge/current-status.md	d8bb5b43a5591089f4b851424119eb9f8808b1c8	d8bb5b43a5591089f4b851424119eb9f8808b1c8	是
恢复	knowledge/development-workflow.md	1afcb2d4365125567f05dfcb70bdaf5eb26d3884	1afcb2d4365125567f05dfcb70bdaf5eb26d3884	是
恢复	knowledge/history/README.md	c6a299239a97e65102b89412f2f3dd9e2bd6b92b	c6a299239a97e65102b89412f2f3dd9e2bd6b92b	是
恢复	knowledge/known-issues.md	5cba9d4bd327072bfff7b855e9a2606adbcc9927	5cba9d4bd327072bfff7b855e9a2606adbcc9927	是
恢复	memory/README.md	e4cf84ce282e388d2dd4ef3ab3577edf3906fac0	e4cf84ce282e388d2dd4ef3ab3577edf3906fac0	是
恢复	memory/features.md	94577031f0e0baa41b9b9941d1ccfac5f2d7fdb5	94577031f0e0baa41b9b9941d1ccfac5f2d7fdb5	是
恢复	memory/handoff.md	3585095c7516969fb3542c438f1da37b9cd0dc5f	3585095c7516969fb3542c438f1da37b9cd0dc5f	是
恢复	memory/issues.md	0798ed4bcd487434a79912a6f53c64c25f88c027	0798ed4bcd487434a79912a6f53c64c25f88c027	是
恢复	memory/state.md	7bbc13336a3a65364238d65282c2e1331e9dc13e	7bbc13336a3a65364238d65282c2e1331e9dc13e	是
恢复	todo/requirement-pool.md	0a56eb8c22989e2537c658415e8916bbf2c9fa6a	0a56eb8c22989e2537c658415e8916bbf2c9fa6a	是
=== 25 合法保留项核对（29f7033 path blob == cece784 path blob）===
分类	path	fix_blob(29f7033)	src_blob(cece784)	相等
保留	product/governance/supplemental-execution-prompt-template.md	4917034dcdca42deeaa5ddf447fd5e58984817de	4917034dcdca42deeaa5ddf447fd5e58984817de	是
保留	product/p51-agent-coding-engine-decoupling/ready/direction-p51-agent-coding-engine-decoupling.md	00932dca173e4af3f3716b70a9f219defc858966	00932dca173e4af3f3716b70a9f219defc858966	是
保留	product/p51-agent-coding-engine-decoupling/receipts/completion-p51-agent-coding-engine-decoupling.md	16897a17f8c414329133be4fe1a7a1d1dafb7b76	16897a17f8c414329133be4fe1a7a1d1dafb7b76	是
保留	product/p51-agent-coding-engine-decoupling/receipts/planning-final-reconciliation-p51-main-terminal-authority-03.md	620d1b31913bac692b28158b5875b384de6ba151	620d1b31913bac692b28158b5875b384de6ba151	是
保留	product/p51-agent-coding-engine-decoupling/receipts/planning-rereview-p51-main-current-state-02.md	34213eb5db9048419548347debd04ed48beac372	34213eb5db9048419548347debd04ed48beac372	是
保留	product/p51-agent-coding-engine-decoupling/receipts/planning-review-p51-agent-coding-engine-decoupling-01.md	969a3507fe35b7bdd39f4c9968e228869cc8748d	969a3507fe35b7bdd39f4c9968e228869cc8748d	是
保留	roles/executor.md	77475866d8169b20b9eb43735fbeafa3bddcce38	77475866d8169b20b9eb43735fbeafa3bddcce38	是
保留	roles/planner.md	d8507f8444dff18f5ff940220d24f5552024d6b7	d8507f8444dff18f5ff940220d24f5552024d6b7	是
保留	search_fallback/p51-branch-decoupling-exploration.md	547507fc9a1d733b9ecb816c03b0da56338a0c7b	547507fc9a1d733b9ecb816c03b0da56338a0c7b	是
保留	search_fallback/p51-main-current-state-revalidation-evidence/01-refs-and-branches.txt	6fd8144c81e536c0c4ea85fb9d5164df626889bf	6fd8144c81e536c0c4ea85fb9d5164df626889bf	是
保留	search_fallback/p51-main-current-state-revalidation-evidence/02-tracks-main-vs-develop.txt	6ced813fe273ba9543c3b32f9a090cffb7a83f93	6ced813fe273ba9543c3b32f9a090cffb7a83f93	是
保留	search_fallback/p51-main-current-state-revalidation-evidence/03-scan-smw-absport-pi-zero-hits.txt	00f78ca09058342a659dcf8f27254bf402f1e3f0	00f78ca09058342a659dcf8f27254bf402f1e3f0	是
保留	search_fallback/p51-main-current-state-revalidation-evidence/04-system-roles-per-commit.txt	e9b3510525db69a0105b85ccfc343f4ee456a5dd	e9b3510525db69a0105b85ccfc343f4ee456a5dd	是
保留	search_fallback/p51-main-current-state-revalidation-evidence/05-governance-selfcheck.txt	bb5dd67766bd2a51c8c5fe551c9b5acf50989422	bb5dd67766bd2a51c8c5fe551c9b5acf50989422	是
保留	search_fallback/p51-main-current-state-revalidation.md	aee0207b9658747b18df89dbb6db5462a4c41d22	aee0207b9658747b18df89dbb6db5462a4c41d22	是
保留	search_fallback/p51-main-terminal-history-reconciliation-evidence/01-p51-tracked-files.txt	080731959cfce7bbffc66d7207392d18fda44b5a	080731959cfce7bbffc66d7207392d18fda44b5a	是
保留	search_fallback/p51-main-terminal-history-reconciliation-evidence/02-file-headers-and-conclusions.txt	5ad7b400092153da49c13fe75b5ab4c8acba1358	5ad7b400092153da49c13fe75b5ab4c8acba1358	是
保留	search_fallback/p51-main-terminal-history-reconciliation-evidence/03-commit-timeline.txt	2493a203cf52969266273f31294ddb2f60053a6b	2493a203cf52969266273f31294ddb2f60053a6b	是
保留	search_fallback/p51-main-terminal-history-reconciliation-evidence/04-completed-authority.txt	3809342817b167ea4c71f900356e0771155d92ac	3809342817b167ea4c71f900356e0771155d92ac	是
保留	search_fallback/p51-main-terminal-history-reconciliation-evidence/05-g04-g06-verdicts.txt	667fd960f8c54639cdb16d6ba77029ab78650b11	667fd960f8c54639cdb16d6ba77029ab78650b11	是
保留	search_fallback/p51-main-terminal-history-reconciliation-evidence/06-tracked-83-vs-70.txt	20c23f23e7f0e05e2eadafb55294f3873e2a1934	20c23f23e7f0e05e2eadafb55294f3873e2a1934	是
保留	search_fallback/p51-main-terminal-history-reconciliation.md	3414612da81901e0090d996e3288049b6e3bb084	3414612da81901e0090d996e3288049b6e3bb084	是
保留	search_task/p51-branch-decoupling-exploration.md	dc9e0568cebb6c236810cea9a9ed4a6cfae4045f	dc9e0568cebb6c236810cea9a9ed4a6cfae4045f	是
保留	search_task/p51-main-current-state-revalidation.md	942e9f38eda279445697c10e7a416a8ab7b4d8ca	942e9f38eda279445697c10e7a416a8ab7b4d8ca	是
保留	search_task/p51-main-terminal-history-reconciliation.md	85418e8f9de7aca423910e18ed3387a33d6efb42	85418e8f9de7aca423910e18ed3387a33d6efb42	是
=== 211 删除项表 ===
分类	path	src_blob(cece784)	retain_commit	retain_path_blob	结果
分类	path	src_commit	src_blob	retain_commit	retain_path	retain_blob	相等/祖先
删除	product/p45-login-security/receipts/evidence-p45-l1-l5/l4-frontend-typecheck.log	cece78474c37c552677770a3a249ce1e8e682a80	123c43e1c967e008269f9899550235c5af8b7980	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/evidence-p45-l1-l5/l4-frontend-typecheck.log	123c43e1c967e008269f9899550235c5af8b7980	相等
删除	product/p45-login-security/receipts/evidence-p45-l1-l5/l4-git-baseline.json	cece78474c37c552677770a3a249ce1e8e682a80	333afdf54bad345f30e54b53b09a7bbd8fb97838	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/evidence-p45-l1-l5/l4-git-baseline.json	333afdf54bad345f30e54b53b09a7bbd8fb97838	相等
删除	product/p45-login-security/receipts/evidence-p45-l1-l5/l4-migration-reconciliation.json	cece78474c37c552677770a3a249ce1e8e682a80	cddea2dd1d9357f0cffd4a880b47ed887a2a8850	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/evidence-p45-l1-l5/l4-migration-reconciliation.json	cddea2dd1d9357f0cffd4a880b47ed887a2a8850	相等
删除	product/p45-login-security/receipts/evidence-p45-l1-l5/l4-surefire.json	cece78474c37c552677770a3a249ce1e8e682a80	11437e9c3fd6ca0773e51faa2fd44a82f23c2f28	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/evidence-p45-l1-l5/l4-surefire.json	11437e9c3fd6ca0773e51faa2fd44a82f23c2f28	相等
删除	product/p45-login-security/receipts/evidence-p45-l1-l5/l5-cleanup-manifest.json	cece78474c37c552677770a3a249ce1e8e682a80	d91800369957ec20d48ba0cdb0799847000ffc06	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/evidence-p45-l1-l5/l5-cleanup-manifest.json	d91800369957ec20d48ba0cdb0799847000ffc06	相等
删除	product/p45-login-security/receipts/evidence-p45-l1-l5/l5-command.txt	cece78474c37c552677770a3a249ce1e8e682a80	6451595ed484df0c2ad24abc0c1b12778bd436a6	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/evidence-p45-l1-l5/l5-command.txt	6451595ed484df0c2ad24abc0c1b12778bd436a6	相等
删除	product/p45-login-security/receipts/evidence-p45-l1-l5/l5-security-scan.json	cece78474c37c552677770a3a249ce1e8e682a80	5a58ecc3394aedecbb676ffe717a1ef8a80516c1	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/evidence-p45-l1-l5/l5-security-scan.json	5a58ecc3394aedecbb676ffe717a1ef8a80516c1	相等
删除	product/p45-login-security/receipts/evidence-p45-l1-l5/l5-security-scan.mjs	cece78474c37c552677770a3a249ce1e8e682a80	a5d8ca32e05d874a4859d35811d3d72eaf64c314	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/evidence-p45-l1-l5/l5-security-scan.mjs	a5d8ca32e05d874a4859d35811d3d72eaf64c314	相等
删除	product/p45-login-security/receipts/evidence-p45-n1-n5/n1-command.txt	cece78474c37c552677770a3a249ce1e8e682a80	61d06892ddb40c905590e9e4dafcbfa261c16549	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/evidence-p45-n1-n5/n1-command.txt	61d06892ddb40c905590e9e4dafcbfa261c16549	相等
删除	product/p45-login-security/receipts/evidence-p45-n1-n5/n1-low-permission.png	cece78474c37c552677770a3a249ce1e8e682a80	0ae95887e35ec356eeb691d723a490a6b3f6e10a	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/evidence-p45-n1-n5/n1-low-permission.png	0ae95887e35ec356eeb691d723a490a6b3f6e10a	相等
删除	product/p45-login-security/receipts/evidence-p45-n1-n5/n1-readback.json	cece78474c37c552677770a3a249ce1e8e682a80	724e4ed3058af5ef758640a8df8433bc3482fce8	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/evidence-p45-n1-n5/n1-readback.json	724e4ed3058af5ef758640a8df8433bc3482fce8	相等
删除	product/p45-login-security/receipts/evidence-p45-n1-n5/n2-command.txt	cece78474c37c552677770a3a249ce1e8e682a80	31dfff6bce87aad32a79d98840cd039dc74b2555	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/evidence-p45-n1-n5/n2-command.txt	31dfff6bce87aad32a79d98840cd039dc74b2555	相等
删除	product/p45-login-security/receipts/evidence-p45-n1-n5/n2-readback.json	cece78474c37c552677770a3a249ce1e8e682a80	66aad31d7107ac26f68d46215ed0bf850de66ec5	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/evidence-p45-n1-n5/n2-readback.json	66aad31d7107ac26f68d46215ed0bf850de66ec5	相等
删除	product/p45-login-security/receipts/evidence-p45-n1-n5/n3-before-wrong-path.png	cece78474c37c552677770a3a249ce1e8e682a80	aea7a725dfaa5c36470c63ed097a4296993d8b75	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/evidence-p45-n1-n5/n3-before-wrong-path.png	aea7a725dfaa5c36470c63ed097a4296993d8b75	相等
删除	product/p45-login-security/receipts/evidence-p45-n1-n5/n3-command.txt	cece78474c37c552677770a3a249ce1e8e682a80	dd2a8e261c3fecd49b79f6637af1f3470b328651	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/evidence-p45-n1-n5/n3-command.txt	dd2a8e261c3fecd49b79f6637af1f3470b328651	相等
删除	product/p45-login-security/receipts/evidence-p45-n1-n5/n3-cookie-path-comparison.json	cece78474c37c552677770a3a249ce1e8e682a80	0f566bcc945c3c96921f451804b9527e69cdaf0c	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/evidence-p45-n1-n5/n3-cookie-path-comparison.json	0f566bcc945c3c96921f451804b9527e69cdaf0c	相等
删除	product/p45-login-security/receipts/evidence-p45-n1-n5/n4-backend-exit.txt	cece78474c37c552677770a3a249ce1e8e682a80	9200c2a7b292d47e4d2ba23a1c10b8bb334331c9	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/evidence-p45-n1-n5/n4-backend-exit.txt	9200c2a7b292d47e4d2ba23a1c10b8bb334331c9	相等
删除	product/p45-login-security/receipts/evidence-p45-n1-n5/n4-backend-tail.txt	cece78474c37c552677770a3a249ce1e8e682a80	57bea3ec53ff9ceab916651e8d8b85c942187771	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/evidence-p45-n1-n5/n4-backend-tail.txt	57bea3ec53ff9ceab916651e8d8b85c942187771	相等
删除	product/p45-login-security/receipts/evidence-p45-n1-n5/n4-frontend.txt	cece78474c37c552677770a3a249ce1e8e682a80	bd2817270736817f2c671246ff6f6c7d13aaf9dd	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/evidence-p45-n1-n5/n4-frontend.txt	bd2817270736817f2c671246ff6f6c7d13aaf9dd	相等
删除	product/p45-login-security/receipts/evidence-p45-n1-n5/n4-git-baseline.json	cece78474c37c552677770a3a249ce1e8e682a80	4b69055a21647faae5999d90fd9e915454bc3ef8	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/evidence-p45-n1-n5/n4-git-baseline.json	4b69055a21647faae5999d90fd9e915454bc3ef8	相等
删除	product/p45-login-security/receipts/evidence-p45-n1-n5/n4-migration-reconciliation.json	cece78474c37c552677770a3a249ce1e8e682a80	00451314b0bac3df7658990901f3bdf1455ece60	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/evidence-p45-n1-n5/n4-migration-reconciliation.json	00451314b0bac3df7658990901f3bdf1455ece60	相等
删除	product/p45-login-security/receipts/evidence-p45-n1-n5/n4-surefire.json	cece78474c37c552677770a3a249ce1e8e682a80	cc78cdd27a5c719abe2bcafd87cb799834e79036	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/evidence-p45-n1-n5/n4-surefire.json	cc78cdd27a5c719abe2bcafd87cb799834e79036	相等
删除	product/p45-login-security/receipts/evidence-p45-n1-n5/n5-cleanup-manifest.json	cece78474c37c552677770a3a249ce1e8e682a80	699adfd06952079bafdfb25b6c8a0cfa8f893b6d	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/evidence-p45-n1-n5/n5-cleanup-manifest.json	699adfd06952079bafdfb25b6c8a0cfa8f893b6d	相等
删除	product/p45-login-security/receipts/evidence-p45-n1-n5/n5-command.txt	cece78474c37c552677770a3a249ce1e8e682a80	2d74607bee134faf91d856977bdf5902a7126c07	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/evidence-p45-n1-n5/n5-command.txt	2d74607bee134faf91d856977bdf5902a7126c07	相等
删除	product/p45-login-security/receipts/evidence-p45-n1-n5/n5-enumeration.json	cece78474c37c552677770a3a249ce1e8e682a80	fc723c9e507fea899c24099e88935856c434af52	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/evidence-p45-n1-n5/n5-enumeration.json	fc723c9e507fea899c24099e88935856c434af52	相等
删除	product/p45-login-security/receipts/evidence-p45-n1-n5/n5-security-scan.json	cece78474c37c552677770a3a249ce1e8e682a80	baba287825deaf5cf25ed4055a7206b4fe2722b3	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/evidence-p45-n1-n5/n5-security-scan.json	baba287825deaf5cf25ed4055a7206b4fe2722b3	相等
删除	product/p45-login-security/receipts/evidence-p45-n1-n5/n5-security-scan.mjs	cece78474c37c552677770a3a249ce1e8e682a80	52810cf987980b63a19fe1dd6bd1e404282a4c87	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/evidence-p45-n1-n5/n5-security-scan.mjs	52810cf987980b63a19fe1dd6bd1e404282a4c87	相等
删除	product/p45-login-security/receipts/evidence-p45-o1/o1-cleanup-manifest.json	cece78474c37c552677770a3a249ce1e8e682a80	329bce0619958df32237a08bd88b3015c4631689	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/evidence-p45-o1/o1-cleanup-manifest.json	329bce0619958df32237a08bd88b3015c4631689	相等
删除	product/p45-login-security/receipts/evidence-p45-o1/o1-command.txt	cece78474c37c552677770a3a249ce1e8e682a80	7a6956afa6d0fa2c1017e64575190d175a446cc4	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/evidence-p45-o1/o1-command.txt	7a6956afa6d0fa2c1017e64575190d175a446cc4	相等
删除	product/p45-login-security/receipts/evidence-p45-o1/o1-enumeration.json	cece78474c37c552677770a3a249ce1e8e682a80	4a64da6c3095789ffa9917a5624a7e8de8c85182	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/evidence-p45-o1/o1-enumeration.json	4a64da6c3095789ffa9917a5624a7e8de8c85182	相等
删除	product/p45-login-security/receipts/evidence-p45-o1/o1-image-checks.json	cece78474c37c552677770a3a249ce1e8e682a80	4d9376edc285be315e8b79070c8b3a9e3f8f9a7e	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/evidence-p45-o1/o1-image-checks.json	4d9376edc285be315e8b79070c8b3a9e3f8f9a7e	相等
删除	product/p45-login-security/receipts/evidence-p45-o1/o1-security-scan.json	cece78474c37c552677770a3a249ce1e8e682a80	ce7d6db533250380bfd61c1a51444c637d204dd7	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/evidence-p45-o1/o1-security-scan.json	ce7d6db533250380bfd61c1a51444c637d204dd7	相等
删除	product/p45-login-security/receipts/evidence-p45-o1/o1-security-scan.mjs	cece78474c37c552677770a3a249ce1e8e682a80	082ce3de0dce84f2e026a8b4325a8a0be8fd435f	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/evidence-p45-o1/o1-security-scan.mjs	082ce3de0dce84f2e026a8b4325a8a0be8fd435f	相等
删除	product/p45-login-security/receipts/evidence-p45-o1/p1-regression.json	cece78474c37c552677770a3a249ce1e8e682a80	b72a3d4c1ee294fc50f858fd43305d270083e17b	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/evidence-p45-o1/p1-regression.json	b72a3d4c1ee294fc50f858fd43305d270083e17b	相等
删除	product/p45-login-security/receipts/evidence-p45-o1/p1-scanner-source-readback.json	cece78474c37c552677770a3a249ce1e8e682a80	3f6238a21d87a61df47b313ec275bf5a22f3afe0	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/evidence-p45-o1/p1-scanner-source-readback.json	3f6238a21d87a61df47b313ec275bf5a22f3afe0	相等
删除	product/p45-login-security/receipts/evidence-p45-o1/p2-command.txt	cece78474c37c552677770a3a249ce1e8e682a80	f59c875d908ea227300f869b7b9191d68e70f5f3	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/evidence-p45-o1/p2-command.txt	f59c875d908ea227300f869b7b9191d68e70f5f3	相等
删除	product/p45-login-security/receipts/evidence-p45-o1/p2-two-pass.json	cece78474c37c552677770a3a249ce1e8e682a80	bfe2861106a7097b6d77e323e7dcd9e67a9cfdc0	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/evidence-p45-o1/p2-two-pass.json	bfe2861106a7097b6d77e323e7dcd9e67a9cfdc0	相等
删除	product/p45-login-security/receipts/evidence-p45-supplement-01/p45-gateway.mjs	cece78474c37c552677770a3a249ce1e8e682a80	4ca21e40cb36e4e917d503eff91bc4afe2ddfd4a	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/evidence-p45-supplement-01/p45-gateway.mjs	4ca21e40cb36e4e917d503eff91bc4afe2ddfd4a	相等
删除	product/p45-login-security/receipts/evidence-p45-supplement-02/README.md	cece78474c37c552677770a3a249ce1e8e682a80	779fc037193426025ca40306c0fce59cf9775c49	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/evidence-p45-supplement-02/README.md	779fc037193426025ca40306c0fce59cf9775c49	相等
删除	product/p45-login-security/receipts/evidence-p45-supplement-02/h1-record-only-output.json	cece78474c37c552677770a3a249ce1e8e682a80	029b4709cfffe02246b11ffedb3acb72a510c585	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/evidence-p45-supplement-02/h1-record-only-output.json	029b4709cfffe02246b11ffedb3acb72a510c585	相等
删除	product/p45-login-security/receipts/evidence-p45-supplement-02/h2-h5-h3-blocked.txt	cece78474c37c552677770a3a249ce1e8e682a80	ba7f3ce3609e0694326356dd61de9b6971ce18ab	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/evidence-p45-supplement-02/h2-h5-h3-blocked.txt	ba7f3ce3609e0694326356dd61de9b6971ce18ab	相等
删除	product/p45-login-security/receipts/evidence-p45-supplement-02/h3-rotation-map.mjs	cece78474c37c552677770a3a249ce1e8e682a80	4d35d291963a7b66b1a9d9d6ea86ae7e16f84ef3	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/evidence-p45-supplement-02/h3-rotation-map.mjs	4d35d291963a7b66b1a9d9d6ea86ae7e16f84ef3	相等
删除	product/p45-login-security/receipts/evidence-p45-supplement-02/h4-browser-prelogin.json	cece78474c37c552677770a3a249ce1e8e682a80	120ecff644d494a8e9969be6eaedbbe4578acde3	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/evidence-p45-supplement-02/h4-browser-prelogin.json	120ecff644d494a8e9969be6eaedbbe4578acde3	相等
删除	product/p45-login-security/receipts/evidence-p45-supplement-02/h6-baseline.mjs	cece78474c37c552677770a3a249ce1e8e682a80	023d28d8ef7c2becc533730736ae359ad0a5c81a	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/evidence-p45-supplement-02/h6-baseline.mjs	023d28d8ef7c2becc533730736ae359ad0a5c81a	相等
删除	product/p45-login-security/receipts/evidence-p45-supplement-02/h6-server-baseline.json	cece78474c37c552677770a3a249ce1e8e682a80	519b4d95330a748ecf8ab56a2c86cfe544646de1	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/evidence-p45-supplement-02/h6-server-baseline.json	519b4d95330a748ecf8ab56a2c86cfe544646de1	相等
删除	product/p45-login-security/receipts/evidence-p45-supplement-02/h6-surefire-output.json	cece78474c37c552677770a3a249ce1e8e682a80	906a516a242fcde510120c63b856d5dfd5467b11	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/evidence-p45-supplement-02/h6-surefire-output.json	906a516a242fcde510120c63b856d5dfd5467b11	相等
删除	product/p45-login-security/receipts/evidence-p45-supplement-02/h6-surefire.mjs	cece78474c37c552677770a3a249ce1e8e682a80	1fd31122317643579f7a87f57de79fdcd289a7f3	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/evidence-p45-supplement-02/h6-surefire.mjs	1fd31122317643579f7a87f57de79fdcd289a7f3	相等
删除	product/p45-login-security/receipts/evidence-p45-supplement-02/h6-web-baseline.json	cece78474c37c552677770a3a249ce1e8e682a80	65efc119e3299de78138a78673a9a58418dcdc4c	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/evidence-p45-supplement-02/h6-web-baseline.json	65efc119e3299de78138a78673a9a58418dcdc4c	相等
删除	product/p45-login-security/receipts/evidence-p45-supplement-02/h7-security-scan-output.json	cece78474c37c552677770a3a249ce1e8e682a80	49d6a663ad27ca8f8227c5b7394c004d9489543b	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/evidence-p45-supplement-02/h7-security-scan-output.json	49d6a663ad27ca8f8227c5b7394c004d9489543b	相等
删除	product/p45-login-security/receipts/evidence-p45-supplement-02/h7-security-scan.mjs	cece78474c37c552677770a3a249ce1e8e682a80	7a933473bf517b92c45083ed808aff1a7c3df218	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/evidence-p45-supplement-02/h7-security-scan.mjs	7a933473bf517b92c45083ed808aff1a7c3df218	相等
删除	product/p45-login-security/receipts/p45-execution-supplement-20260901-02.md	cece78474c37c552677770a3a249ce1e8e682a80	a32eb9723800d74bf9187adf8809452b03c9104f	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/p45-execution-supplement-20260901-02.md	a32eb9723800d74bf9187adf8809452b03c9104f	相等
删除	product/p45-login-security/receipts/p45-execution-supplement-20260901-03.md	cece78474c37c552677770a3a249ce1e8e682a80	7052aa82e66c32367fca9433f0ddbb91312081f5	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/p45-execution-supplement-20260901-03.md	7052aa82e66c32367fca9433f0ddbb91312081f5	相等
删除	product/p45-login-security/receipts/p45-execution-supplement-20260901-04.md	cece78474c37c552677770a3a249ce1e8e682a80	43890146eede9cbed490ff16704c5d2d2e1178a5	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/p45-execution-supplement-20260901-04.md	43890146eede9cbed490ff16704c5d2d2e1178a5	相等
删除	product/p45-login-security/receipts/p45-execution-supplement-20260901-05.md	cece78474c37c552677770a3a249ce1e8e682a80	2e51fd9883d7b82e524555843fdd65f3cae247d9	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/p45-execution-supplement-20260901-05.md	2e51fd9883d7b82e524555843fdd65f3cae247d9	相等
删除	product/p45-login-security/receipts/p45-execution-supplement-20260901-06.md	cece78474c37c552677770a3a249ce1e8e682a80	645944cbbd66cd86fe47bccbc688b574e19feade	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/p45-execution-supplement-20260901-06.md	645944cbbd66cd86fe47bccbc688b574e19feade	相等
删除	product/p45-login-security/receipts/p45-execution-supplement-20260901-07.md	cece78474c37c552677770a3a249ce1e8e682a80	a7ff3b92ac780d2bcee74d9bf5313492f4a23657	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/p45-execution-supplement-20260901-07.md	a7ff3b92ac780d2bcee74d9bf5313492f4a23657	相等
删除	product/p45-login-security/receipts/p45-stage3-terminal-sync-20260901.md	cece78474c37c552677770a3a249ce1e8e682a80	1ddcef770e13e9139719e33bf3e25b9a97f80d8b	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/p45-stage3-terminal-sync-20260901.md	1ddcef770e13e9139719e33bf3e25b9a97f80d8b	相等
删除	product/p45-login-security/receipts/planning-execution-prompt-p45-login-security-01.md	cece78474c37c552677770a3a249ce1e8e682a80	1771ef3e1b61dfc3a7347870c962311cdc7fd432	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/planning-execution-prompt-p45-login-security-01.md	1771ef3e1b61dfc3a7347870c962311cdc7fd432	相等
